 ,Label,Area,Mean,Min,Max,%Area
1,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0299-0286,1680,3.21,0,85,0
2,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0325-0275,803,1.60,0,85,0
3,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0395-0089,1875,3.91,0,85,0
4,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0402-0162,2109,0.11,0,85,0
5,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0378-0297,3237,0.09,0,85,0
6,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0466-0127,2035,0.19,0,85,0
7,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0515-0040,1829,2.02,0,85,0
8,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0518-0090,2037,1.63,0,85,0
9,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0539-0255,3361,3.28,0,85,0
10,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0492-0272,1169,13.80,0,85,0
11,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0479-0211,3219,1.64,0,85,0
12,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0501-0160,2627,2.06,0,85,0
13,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0433-0159,1491,1.07,0,85,0
14,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0433-0211,1411,0.12,0,85,0
15,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0554-0043,1661,0.05,0,85,0
16,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0520-0130,1596,0.96,0,85,0
17,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0579-0109,1948,0.36,0,85,0
18,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0580-0142,1582,0.23,0,85,0
19,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0541-0156,866,1.41,0,85,0
20,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0586-0172,1070,0.21,0,85,0
21,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0842-0086,3223,3.19,0,85,0
22,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0761-0316,1878,1.06,0,85,0
23,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0824-0299,2530,2.13,0,85,0
24,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0814-0406,2037,3.18,0,85,0
25,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0830-0351,1613,7.19,0,85,0
26,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0626-0392,3183,0.26,0,85,0
27,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0597-0257,2607,0.25,0,85,0
28,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0570-0210,1553,0.11,0,85,0
29,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0614-0211,1081,0.24,0,85,0
30,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0601-0053,2774,0.06,0,85,0
31,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0630-0047,1546,0.05,0,85,0
32,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0615-0127,1428,0.14,0,85,0
33,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0642-0114,1358,0.06,0,85,0
34,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0635-0187,976,0.09,0,85,0
35,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0630-0202,1207,0.21,0,85,0
36,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0700-0299,1367,0.01,0,19,0
37,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0658-0270,1488,0.13,0,85,0
38,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0674-0200,2461,0.12,0,85,0
39,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0668-0556,4330,2.54,0,85,0
40,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0626-0592,5557,0.53,0,85,0
41,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0637-0711,4066,0.59,0,85,0
42,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0685-0357,3411,0.63,0,85,0
43,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0442-0608,2151,5.90,0,85,0
44,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0353-0695,2969,2.78,0,85,0
45,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0273-0900,3511,0.76,0,85,0
46,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0225-0795,2819,5.40,0,85,0
47,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0208-0738,2639,2.26,0,85,0
48,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0170-0760,2883,2.66,0,85,0
49,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0385-0616,2840,4.84,0,85,0
50,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0417-0647,881,2.33,0,85,0
51,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0463-0643,4198,0.68,0,85,0
52,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0377-0575,1555,0.76,0,85,0
53,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0330-0546,2733,0.80,0,85,0
54,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0373-0565,1943,0.60,0,85,0
55,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0353-0632,2027,4.06,0,85,0
56,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0530-0713,2261,2.16,0,85,0
57,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0533-0889,2918,0.87,0,85,0
58,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0805-1180,1290,3.29,0,85,0
59,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0841-1110,1247,0.12,0,85,0
60,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0873-1169,1915,2.69,0,85,0
61,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0803-1144,2263,3.12,0,85,0
62,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0774-1094,1840,3.04,0,85,0
63,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0711-1172,2276,3.31,0,85,0
64,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0709-0680,2298,0.17,0,85,0
65,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0669-0734,1537,0.49,0,85,0
66,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0699-0722,1553,0.54,0,85,0
67,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0687-0769,1943,1.06,0,85,0
68,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0687-0806,1002,0.26,0,85,0
69,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0677-0859,2257,8.24,0,85,0
70,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0698-0852,1388,1.57,0,85,0
71,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0829-0862,4317,1.36,0,85,0
72,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0761-0803,2560,1.60,0,85,0
73,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0747-0627,2598,0.30,0,85,0
