 ,Label,Area,Mean,Min,Max,%Area
1,0h_16 - Red Light_1.tif:0344-0193,3851,19.65,0,85,0
2,0h_16 - Red Light_1.tif:0282-0456,2565,3.79,0,85,0
3,0h_16 - Red Light_1.tif:0401-0329,3749,4.97,0,85,0
4,0h_16 - Red Light_1.tif:0621-1162,2261,32.93,0,85,0
5,0h_16 - Red Light_1.tif:0834-0125,3349,27.10,0,85,0
6,0h_16 - Red Light_1.tif:0228-1072,6883,12.96,0,85,0
7,0h_16 - Red Light_1.tif:0546-0909,3276,4.97,0,85,0
8,0h_16 - Red Light_1.tif:0520-1059,2624,29.14,0,85,0
9,0h_16 - Red Light_1.tif:0864-0909,1273,20.74,0,85,0
10,0h_16 - Red Light_1.tif:0618-0545,2342,23.19,0,85,0
11,0h_16 - Red Light_1.tif:0800-0877,2635,6.51,0,85,0
12,0h_16 - Red Light_1.tif:0756-0900,2231,15.74,0,85,0
13,0h_16 - Red Light_1.tif:0808-0922,903,18.60,0,85,0
14,0h_16 - Red Light_1.tif:0849-0949,3448,10.31,0,85,0
15,0h_16 - Red Light_1.tif:0906-1228,1352,50.25,0,85,0
16,0h_16 - Red Light_1.tif:0884-0940,621,24.73,0,85,0
