 ,Label,Area,Mean,Min,Max,%Area
1,0h_15 - Red Light_11.tif:0158-0699,4505,0.77,0,85,0
2,0h_15 - Red Light_11.tif:0132-0858,2815,7.87,0,85,0
3,0h_15 - Red Light_11.tif:0461-0079,5051,14.98,0,85,0
4,0h_15 - Red Light_11.tif:0659-1137,2992,2.18,0,85,0
5,0h_15 - Red Light_11.tif:0497-0674,3593,2.39,0,85,0
6,0h_15 - Red Light_11.tif:0609-0922,3061,3.85,0,85,0
7,0h_15 - Red Light_11.tif:0625-0865,1627,7.22,0,85,0
8,0h_15 - Red Light_11.tif:0861-0930,4256,3.63,0,85,0
9,0h_15 - Red Light_11.tif:0681-0544,3689,6.63,0,85,0
