 ,Label,Area,Mean,Min,Max,%Area
1,Raw_4T1_2-1_0h_01 - Red Light_1.tif:0076-0074,2135,0.00,0,0,0
2,Raw_4T1_2-1_0h_01 - Red Light_1.tif:0046-0127,2612,0.00,0,0,0
3,Raw_4T1_2-1_0h_01 - Red Light_1.tif:0048-0549,3466,3.31,0,78,0
4,Raw_4T1_2-1_0h_01 - Red Light_1.tif:0336-0278,2169,0.02,0,33,0
5,Raw_4T1_2-1_0h_01 - Red Light_1.tif:0412-0380,1378,0.24,0,41,0
6,Raw_4T1_2-1_0h_01 - Red Light_1.tif:0459-0492,2442,0.16,0,29,0
7,Raw_4T1_2-1_0h_01 - Red Light_1.tif:0398-0427,1471,0.16,0,23,0
8,Raw_4T1_2-1_0h_01 - Red Light_1.tif:0208-0804,2908,1.29,0,62,0
9,Raw_4T1_2-1_0h_01 - Red Light_1.tif:0573-0644,3892,7.44,0,85,0
10,Raw_4T1_2-1_0h_01 - Red Light_1.tif:0604-0706,1858,1.36,0,66,0
11,Raw_4T1_2-1_0h_01 - Red Light_1.tif:0639-0690,2483,0.46,0,41,0
12,Raw_4T1_2-1_0h_01 - Red Light_1.tif:0493-0786,3680,0.04,0,33,0
13,Raw_4T1_2-1_0h_01 - Red Light_1.tif:0433-0878,4112,0.02,0,23,0
14,Raw_4T1_2-1_0h_01 - Red Light_1.tif:0502-0868,5041,4.69,0,85,0
15,Raw_4T1_2-1_0h_01 - Red Light_1.tif:0549-0789,2729,1.06,0,85,0
16,Raw_4T1_2-1_0h_01 - Red Light_1.tif:0532-0748,2524,2.05,0,67,0
17,Raw_4T1_2-1_0h_01 - Red Light_1.tif:0695-0203,5703,2.17,0,85,0
18,Raw_4T1_2-1_0h_01 - Red Light_1.tif:0700-0289,2416,0.02,0,27,0
19,Raw_4T1_2-1_0h_01 - Red Light_1.tif:0851-0336,2950,3.729E-3,0,11,0
20,Raw_4T1_2-1_0h_01 - Red Light_1.tif:0895-0399,3221,1.51,0,78,0
21,Raw_4T1_2-1_0h_01 - Red Light_1.tif:0884-0487,3071,0.02,0,13,0
22,Raw_4T1_2-1_0h_01 - Red Light_1.tif:0892-0458,3884,0.02,0,25,0
23,Raw_4T1_2-1_0h_01 - Red Light_1.tif:0728-0407,1671,5.386E-3,0,5,0
24,Raw_4T1_2-1_0h_01 - Red Light_1.tif:0688-0736,2204,0.12,0,33,0
25,Raw_4T1_2-1_0h_01 - Red Light_1.tif:0708-0697,1086,0.02,0,7,0
26,Raw_4T1_2-1_0h_01 - Red Light_1.tif:0814-0719,2363,0.03,0,60,0
27,Raw_4T1_2-1_0h_01 - Red Light_1.tif:0860-0695,2876,7.997E-3,0,23,0
28,Raw_4T1_2-1_0h_01 - Red Light_1.tif:0770-0708,2791,0.69,0,58,0
29,Raw_4T1_2-1_0h_01 - Red Light_1.tif:0708-0676,1329,0.13,0,34,0
30,Raw_4T1_2-1_0h_01 - Red Light_1.tif:0648-0741,1232,0.07,0,27,0
31,Raw_4T1_2-1_0h_01 - Red Light_1.tif:0773-0362,6004,8.161E-3,0,38,0
32,Raw_4T1_2-1_0h_01 - Red Light_1.tif:0801-0207,4486,2.675E-3,0,4,0
33,Raw_4T1_2-1_0h_01 - Red Light_1.tif:0383-0466,3519,1.42,0,74,0
34,Raw_4T1_2-1_0h_01 - Red Light_1.tif:0330-0354,5871,2.90,0,85,0
35,Raw_4T1_2-1_0h_01 - Red Light_1.tif:0541-1020,5398,0.01,0,44,0
36,Raw_4T1_2-1_0h_01 - Red Light_1.tif:0617-1146,6637,1.45,0,70,0
37,Raw_4T1_2-1_0h_01 - Red Light_1.tif:0059-0721,4565,0.24,0,56,0
38,Raw_4T1_2-1_0h_01 - Red Light_1.tif:0177-1004,4044,0.17,0,38,0
