 ,Label,Area,Mean,Min,Max,%Area
1,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0556-0332,2899,10.33,0,85,0
2,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0627-0498,3530,1.68,0,85,0
3,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0601-0621,1789,1.75,0,85,0
4,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0507-0621,1700,0.00,0,0,0
5,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0525-0711,1964,0.36,0,85,0
6,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0461-0744,1247,0.08,0,85,0
7,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0414-0607,1518,0.46,0,23,0
8,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0348-0672,3860,0.05,0,17,0
9,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0267-0668,1461,0.02,0,8,0
10,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0327-0325,2156,0.01,0,14,0
11,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0251-0157,5179,2.34,0,85,0
12,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0241-0211,1379,13.10,0,85,0
13,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0146-0440,2851,12.22,0,85,0
14,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0121-0753,1791,1.73,0,44,0
15,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0046-0809,2387,0.00,0,0,0
16,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0052-0900,2942,0.08,0,15,0
17,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0172-0715,1798,5.562E-4,0,1,0
18,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0201-0465,1910,4.60,0,43,0
19,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0131-0403,1657,0.15,0,20,0
20,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0112-0336,876,4.18,0,85,0
21,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0061-0439,1049,0.53,0,33,0
22,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0053-0466,536,0.25,0,20,0
23,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0098-0467,1218,0.00,0,0,0
24,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0354-0551,4361,3.49,0,85,0
25,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0396-0544,2606,0.00,0,0,0
26,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0350-0638,1017,1.98,0,39,0
27,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0308-0918,2652,0.25,0,30,0
28,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0207-0821,1032,2.35,0,85,0
29,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0202-0792,742,2.45,0,85,0
30,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0198-0760,1008,4.960E-3,0,2,0
31,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0254-0708,743,0.07,0,10,0
32,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0252-0743,921,4.49,0,85,0
33,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0225-0775,980,0.99,0,85,0
34,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0250-0773,542,9.36,0,85,0
35,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0252-0820,2000,0.05,0,85,0
36,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0235-0864,2169,0.00,0,0,0
37,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0190-0856,634,9.464E-3,0,4,0
38,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0887-0197,3371,0.87,0,85,0
39,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0885-0118,2276,8.787E-4,0,2,0
40,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0785-0068,1751,0.90,0,85,0
41,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0813-0034,2274,1.96,0,85,0
42,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0331-0411,2621,0.03,0,8,0
43,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0493-0232,2707,0.25,0,30,0
44,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0444-0216,2188,8.227E-3,0,7,0
45,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0426-0077,1166,0.67,0,34,0
46,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0524-0094,1151,0.04,0,14,0
47,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0622-0146,2743,0.15,0,85,0
48,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0816-0139,3763,0.98,0,85,0
49,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0858-0325,3289,0.01,0,18,0
50,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0661-0571,3669,0.00,0,0,0
51,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0595-0723,1578,0.00,0,0,0
52,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0663-0723,2317,0.00,0,0,0
53,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0823-0386,5442,0.47,0,50,0
54,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0451-0837,2449,0.02,0,34,0
55,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0571-0777,1180,0.16,0,59,0
56,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0524-0795,899,3.66,0,85,0
57,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0524-0751,1338,0.00,0,0,0
58,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0432-0767,1694,0.00,0,0,0
59,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0492-0929,2137,0.00,0,0,0
60,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0518-0780,1030,1.86,0,85,0
61,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0499-0776,599,0.39,0,85,0
62,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0445-0405,7529,0.03,0,23,0
63,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0181-0527,1284,0.00,0,0,0
64,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0203-0571,1982,0.00,0,0,0
65,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0171-0593,1039,0.00,0,0,0
66,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0222-0704,2343,0.05,0,85,0
67,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0290-0484,3809,0.31,0,31,0
68,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0175-0982,1547,0.16,0,50,0
69,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0408-0969,1063,0.03,0,30,0
70,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0482-0968,2946,0.00,0,0,0
71,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0520-1003,1547,0.75,0,20,0
72,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0525-1050,2256,1.63,0,85,0
73,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0559-1005,1342,8.37,0,85,0
74,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0556-1039,1216,4.02,0,85,0
75,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0656-1135,1307,14.06,0,85,0
76,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0634-1199,1639,2.53,0,39,0
77,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0665-1178,2192,9.124E-4,0,1,0
78,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0079-1231,3769,0.02,0,18,0
79,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0580-1139,2078,2.887E-3,0,2,0
80,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0859-0905,1441,0.00,0,0,0
81,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0855-0951,1209,0.00,0,0,0
82,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0907-0998,2327,6.40,0,85,0
83,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0916-0872,2886,2.12,0,85,0
84,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0883-0917,531,0.65,0,23,0
85,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0885-0745,1273,0.00,0,0,0
86,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0859-0606,4173,0.42,0,56,0
87,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0892-1053,1867,8.34,0,85,0
88,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0862-1001,1974,0.64,0,33,0
89,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0862-1074,1923,0.00,0,0,0
90,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0711-1180,3182,0.05,0,14,0
91,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0679-1238,2992,0.13,0,24,0
92,Raw_4T1_2-1_24h_24 - Red Light_1.tif:0187-1194,7824,2.045E-3,0,4,0
