 ,Label,Area,Mean,Min,Max,%Area
1,24h_23_RoiSet_4T1_1.tif:0727-0031,1303,20.79,0,85,0
2,24h_23_RoiSet_4T1_1.tif:0711-0092,1140,2.35,0,81,0
3,24h_23_RoiSet_4T1_1.tif:0705-0118,541,0.82,0,32,0
4,24h_23_RoiSet_4T1_1.tif:0742-0145,1103,4.38,0,85,0
5,24h_23_RoiSet_4T1_1.tif:0714-0308,562,35.78,0,85,0
6,24h_23_RoiSet_4T1_1.tif:0429-0192,331,0.00,0,0,0
7,24h_23_RoiSet_4T1_1.tif:0818-0880,751,15.05,0,85,0
8,24h_23_RoiSet_4T1_1.tif:0752-0864,645,6.15,0,85,0
9,24h_23_RoiSet_4T1_1.tif:0725-0868,537,2.73,0,85,0
10,24h_23_RoiSet_4T1_1.tif:0705-0929,318,10.52,0,85,0
11,24h_23_RoiSet_4T1_1.tif:0531-0924,888,0.00,0,0,0
12,24h_23_RoiSet_4T1_1.tif:0689-1077,956,0.00,0,0,0
13,24h_23_RoiSet_4T1_1.tif:0675-1049,638,0.00,0,0,0
14,24h_23_RoiSet_4T1_1.tif:0628-1063,1582,0.00,0,0,0
15,24h_23_RoiSet_4T1_1.tif:0662-1029,996,0.51,0,85,0
16,24h_23_RoiSet_4T1_1.tif:0777-0717,2461,10.88,0,85,0
17,24h_23_RoiSet_4T1_1.tif:0676-0588,699,0.00,0,0,0
18,24h_23_RoiSet_4T1_1.tif:0278-1119,1261,0.00,0,0,0
19,24h_23_RoiSet_4T1_1.tif:0577-0079,576,1.26,0,85,0
20,24h_23_RoiSet_4T1_1.tif:0540-0105,544,6.11,0,85,0
21,24h_23_RoiSet_4T1_1.tif:0661-0637,1144,0.00,0,0,0
22,24h_23_RoiSet_4T1_1.tif:0830-0599,787,2.67,0,85,0
23,24h_23_RoiSet_4T1_1.tif:0377-0849,782,0.00,0,0,0
24,24h_23_RoiSet_4T1_1.tif:0351-0844,851,0.00,0,0,0
25,24h_23_RoiSet_4T1_1.tif:0300-0874,421,0.00,0,0,0
26,24h_23_RoiSet_4T1_1.tif:0299-0851,764,0.00,0,0,0
27,24h_23_RoiSet_4T1_1.tif:0371-0915,618,0.00,0,0,0
28,24h_23_RoiSet_4T1_1.tif:0364-0886,541,0.00,0,0,0
29,24h_23_RoiSet_4T1_1.tif:0344-0877,555,0.00,0,0,0
30,24h_23_RoiSet_4T1_1.tif:0551-0803,360,0.00,0,0,0
31,24h_23_RoiSet_4T1_1.tif:0533-0714,636,0.00,0,0,0
32,24h_23_RoiSet_4T1_1.tif:0532-0756,849,0.00,0,0,0
33,24h_23_RoiSet_4T1_1.tif:0506-0755,445,0.00,0,0,0
34,24h_23_RoiSet_4T1_1.tif:0626-0644,917,0.00,0,0,0
35,24h_23_RoiSet_4T1_1.tif:0673-0706,502,0.00,0,0,0
36,24h_23_RoiSet_4T1_1.tif:0631-0936,1125,1.28,0,59,0
37,24h_23_RoiSet_4T1_1.tif:0663-0936,495,9.24,0,85,0
38,24h_23_RoiSet_4T1_1.tif:0675-0910,489,12.07,0,85,0
39,24h_23_RoiSet_4T1_1.tif:0696-0905,675,8.97,0,85,0
40,24h_23_RoiSet_4T1_1.tif:0036-0637,408,0.38,0,40,0
41,24h_23_RoiSet_4T1_1.tif:0110-0617,791,2.39,0,80,0
42,24h_23_RoiSet_4T1_1.tif:0373-0532,411,0.00,0,0,0
43,24h_23_RoiSet_4T1_1.tif:0400-0559,711,0.00,0,0,0
44,24h_23_RoiSet_4T1_1.tif:0378-0610,390,0.00,0,0,0
45,24h_23_RoiSet_4T1_1.tif:0467-0585,364,0.00,0,0,0
46,24h_23_RoiSet_4T1_1.tif:0448-0609,664,0.00,0,0,0
47,24h_23_RoiSet_4T1_1.tif:0429-0547,510,0.54,0,85,0
48,24h_23_RoiSet_4T1_1.tif:0424-0579,531,4.76,0,85,0
49,24h_23_RoiSet_4T1_1.tif:0350-0374,400,0.00,0,0,0
50,24h_23_RoiSet_4T1_1.tif:0395-0365,417,0.00,0,0,0
51,24h_23_RoiSet_4T1_1.tif:0377-0272,535,0.00,0,0,0
52,24h_23_RoiSet_4T1_1.tif:0366-0236,809,0.20,0,85,0
53,24h_23_RoiSet_4T1_1.tif:0335-0275,506,0.00,0,0,0
54,24h_23_RoiSet_4T1_1.tif:0349-0151,534,2.13,0,85,0
55,24h_23_RoiSet_4T1_1.tif:0397-0052,1216,5.31,0,45,0
56,24h_23_RoiSet_4T1_1.tif:0173-0793,1320,2.35,0,85,0
57,24h_23_RoiSet_4T1_1.tif:0198-0781,437,2.64,0,38,0
58,24h_23_RoiSet_4T1_1.tif:0207-0890,818,1.10,0,34,0
59,24h_23_RoiSet_4T1_1.tif:0312-1072,454,0.00,0,0,0
60,24h_23_RoiSet_4T1_1.tif:0301-1092,255,0.00,0,0,0
61,24h_23_RoiSet_4T1_1.tif:0321-1042,286,0.00,0,0,0
62,24h_23_RoiSet_4T1_1.tif:0258-1190,1424,0.00,0,0,0
63,24h_23_RoiSet_4T1_1.tif:0588-0610,546,0.00,0,0,0
64,24h_23_RoiSet_4T1_1.tif:0543-0577,575,0.41,0,51,0
65,24h_23_RoiSet_4T1_1.tif:0556-0599,347,0.00,0,0,0
66,24h_23_RoiSet_4T1_1.tif:0506-0302,612,0.22,0,55,0
67,24h_23_RoiSet_4T1_1.tif:0241-0139,718,5.78,0,61,0
68,24h_23_RoiSet_4T1_1.tif:0599-1125,859,0.00,0,0,0
69,24h_23_RoiSet_4T1_1.tif:0568-1141,833,0.00,0,0,0
70,24h_23_RoiSet_4T1_1.tif:0493-1056,403,0.00,0,0,0
71,24h_23_RoiSet_4T1_1.tif:0496-1079,519,0.00,0,0,0
72,24h_23_RoiSet_4T1_1.tif:0154-0623,805,2.79,0,85,0
73,24h_23_RoiSet_4T1_1.tif:0376-1038,1153,0.00,0,0,0
74,24h_23_RoiSet_4T1_1.tif:0413-1032,1319,0.00,0,0,0
