 ,Label,Area,Mean,Min,Max,%Area
1,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0253-0438,3112,1.51,0,85,0
2,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0322-0419,1971,1.09,0,85,0
3,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0589-0695,3524,3.34,0,85,0
4,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0745-0949,5551,0.95,0,85,0
5,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0663-0656,4009,0.01,0,15,0
6,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0650-0853,1420,4.14,0,85,0
7,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0259-0848,3149,27.07,0,85,0
8,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0516-1035,1386,4.55,0,85,0
9,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0491-0434,2834,4.22,0,85,0
10,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0547-0457,3869,6.66,0,85,0
11,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0502-0470,1247,2.37,0,79,0
12,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0412-0547,1377,0.09,0,85,0
13,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0382-0523,3166,0.04,0,72,0
14,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0608-0468,1812,7.49,0,85,0
15,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0407-0148,2495,3.63,0,85,0
16,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0448-0039,2336,9.69,0,85,0
17,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0282-0200,1391,0.00,0,0,0
18,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0140-0435,3321,2.50,0,85,0
