 ,Label,Area,Mean,Min,Max,%Area
1,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0170-0090,2645,0.00,0,0,0
2,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0216-0155,1577,0.00,0,0,0
3,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0218-0239,8071,0.00,0,0,0
4,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0140-0318,1407,0.00,0,0,0
5,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0180-0345,2964,0.00,0,0,0
6,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0210-0323,1909,0.01,0,27,0
7,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0249-0360,1449,0.00,0,0,0
8,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0271-0411,1876,0.70,0,85,0
9,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0362-0370,905,0.00,0,0,0
10,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0338-0380,973,0.00,0,0,0
11,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0348-0400,922,0.00,0,0,0
12,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0467-0546,1255,0.02,0,31,0
13,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0368-0570,1151,0.00,0,0,0
14,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0363-0604,868,0.00,0,0,0
15,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0340-0616,796,0.07,0,47,0
16,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0314-0624,992,0.06,0,47,0
17,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0222-0512,2575,0.00,0,0,0
18,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0305-0550,1262,0.00,0,0,0
19,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0259-0545,1332,0.00,0,0,0
20,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0307-0589,1328,0.00,0,0,0
21,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0270-0572,556,0.42,0,64,0
22,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0251-0566,562,0.40,0,56,0
23,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0252-0586,1531,0.12,0,85,0
24,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0295-0699,6087,0.08,0,85,0
25,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0344-0654,1454,0.00,0,0,0
26,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0360-0689,937,0.07,0,64,0
27,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0331-0679,2162,0.00,0,0,0
28,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0379-0752,1433,0.04,0,64,0
29,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0413-0781,987,0.02,0,23,0
30,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0376-0846,1743,8.032E-3,0,14,0
31,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0420-0808,535,0.00,0,0,0
32,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0482-0758,2181,0.04,0,72,0
33,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0457-0787,1506,0.00,0,0,0
34,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0477-0825,1568,0.05,0,85,0
35,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0400-0848,797,0.00,0,0,0
36,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0443-0873,1461,9.582E-3,0,14,0
37,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0506-0802,1703,0.00,0,0,0
38,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0494-0868,1291,0.04,0,55,0
39,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0561-0876,1823,0.00,0,0,0
40,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0566-0922,2053,0.01,0,23,0
41,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0500-0895,1583,0.01,0,6,0
42,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0380-0922,1894,0.04,0,72,0
43,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0384-0997,1808,0.04,0,72,0
44,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0324-0951,3370,0.15,0,85,0
45,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0321-0834,1132,6.57,0,85,0
46,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0320-0886,1261,0.53,0,85,0
47,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0313-0904,971,1.03,0,85,0
48,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0236-0769,2389,0.67,0,85,0
49,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0230-0895,1029,0.24,0,85,0
50,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0232-0956,1257,0.06,0,50,0
51,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0199-0916,1138,0.05,0,50,0
52,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0185-0930,2099,0.11,0,85,0
53,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0167-1005,1770,0.00,0,0,0
54,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0212-0648,1909,0.39,0,79,0
55,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0215-0698,1245,0.19,0,56,0
56,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0162-0668,2037,0.77,0,85,0
57,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0189-0731,1389,0.45,0,79,0
58,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0095-0761,2169,0.11,0,85,0
59,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0148-0776,782,0.11,0,85,0
60,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0164-0795,406,0.35,0,64,0
61,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0176-0806,918,3.01,0,85,0
62,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0164-0890,1824,0.28,0,85,0
63,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0113-0800,1365,0.05,0,42,0
64,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0126-0822,2272,0.21,0,85,0
65,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0132-0865,1893,0.72,0,85,0
66,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0113-0884,519,0.16,0,85,0
67,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0050-0922,1311,0.00,0,0,0
68,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0180-0569,2024,0.15,0,85,0
69,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0119-0500,1539,0.46,0,85,0
70,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0098-0528,1911,0.23,0,64,0
71,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0183-0580,825,0.38,0,50,0
72,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0095-0303,867,0.00,0,0,0
73,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0084-0333,941,0.00,0,0,0
74,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0055-0311,1064,0.00,0,0,0
75,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0138-0200,9283,0.00,0,0,0
76,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0102-0657,3618,0.04,0,85,0
77,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0089-0554,1467,0.58,0,85,0
78,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0375-0418,1640,0.00,0,0,0
79,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0357-0458,1508,0.06,0,39,0
80,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0308-0511,916,0.03,0,31,0
81,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0429-0427,2084,0.00,0,0,0
82,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0394-0446,300,0.00,0,0,0
83,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0432-0398,1016,0.07,0,23,0
84,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0492-0395,1465,0.16,0,55,0
85,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0556-0411,1718,1.42,0,85,0
86,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0531-0370,2550,0.17,0,65,0
87,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0588-0376,2222,0.23,0,70,0
88,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0627-0419,1060,0.04,0,28,0
89,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0668-0462,2321,0.07,0,85,0
90,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0661-0416,1488,0.07,0,85,0
91,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0727-0477,1855,0.02,0,28,0
92,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0775-0512,1564,0.00,0,0,0
93,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0578-0572,1459,0.09,0,70,0
94,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0615-0631,445,0.09,0,28,0
95,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0492-0551,641,0.13,0,65,0
96,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0646-0580,2296,0.01,0,14,0
97,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0437-0583,953,6.296E-3,0,6,0
98,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0456-0639,1191,0.00,0,0,0
99,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0454-0687,871,0.00,0,0,0
100,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0431-0683,921,0.00,0,0,0
101,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0406-0664,552,0.03,0,14,0
102,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0419-0731,826,0.00,0,0,0
103,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0400-0702,1178,0.00,0,0,0
104,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0589-0746,1382,0.19,0,85,0
105,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0538-0769,871,0.00,0,0,0
106,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0604-0804,1954,0.00,0,0,0
107,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0588-0824,2247,0.00,0,0,0
108,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0532-0833,833,0.02,0,14,0
109,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0498-0854,754,0.00,0,0,0
110,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0613-0875,1808,4.978E-3,0,9,0
111,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0671-0936,3978,0.01,0,31,0
112,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0634-0960,2348,0.00,0,0,0
113,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0612-0978,2009,0.05,0,85,0
114,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0672-1001,2290,0.00,0,0,0
115,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0606-1026,1330,0.06,0,85,0
116,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0611-1035,1423,0.00,0,0,0
117,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0577-1023,1177,5.098E-3,0,6,0
118,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0537-1020,600,0.84,0,85,0
119,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0549-1064,1549,0.12,0,72,0
120,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0528-1095,887,0.00,0,0,0
121,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0505-1085,2265,0.16,0,64,0
122,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0529-0971,1584,0.04,0,64,0
123,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0484-0968,2287,6.122E-3,0,14,0
124,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0448-0999,2238,0.67,0,85,0
125,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0491-1012,505,0.00,0,0,0
126,4T1_Raw_2-1_72h_03 - Red Light_11.tif:0491-1034,440,3.72,0,85,0
