 ,Label,Area,Mean,Min,Max,X,Y,%Area
25,4T1_Raw_1-4_72h_8 - Red Light_1.tif:0407-0829,1642,1.08,0,85,831.18,407.97,0
26,4T1_Raw_1-4_72h_8 - Red Light_1.tif:0322-0851,1582,0.06,0,29,853.64,324.21,0
27,4T1_Raw_1-4_72h_8 - Red Light_1.tif:0382-0898,1998,0.31,0,61,898.42,383.99,0
28,4T1_Raw_1-4_72h_8 - Red Light_1.tif:0295-0954,3246,2.773E-3,0,9,953.80,296.81,0
29,4T1_Raw_1-4_72h_8 - Red Light_1.tif:0278-1044,4145,4.825E-3,0,17,1043.04,279.89,0
30,4T1_Raw_1-4_72h_8 - Red Light_1.tif:0284-1075,3074,9.759E-4,0,3,1080.15,284.10,0
31,4T1_Raw_1-4_72h_8 - Red Light_1.tif:0278-1157,892,0.07,0,17,1156.81,276.02,0
32,4T1_Raw_1-4_72h_8 - Red Light_1.tif:0180-0809,1044,0.05,0,11,810.17,181.07,0
33,4T1_Raw_1-4_72h_8 - Red Light_1.tif:0164-0870,1183,0.02,0,17,869.48,166.66,0
34,4T1_Raw_1-4_72h_8 - Red Light_1.tif:0168-0960,1976,0.12,0,55,959.82,169.10,0
35,4T1_Raw_1-4_72h_8 - Red Light_1.tif:0094-1034,1794,3.07,0,85,1037.70,91.54,0
36,4T1_Raw_1-4_72h_8 - Red Light_1.tif:0029-1029,1900,0.06,0,21,1030.92,30.51,0
37,4T1_Raw_1-4_72h_8 - Red Light_1.tif:0198-1123,1453,1.09,0,75,1120.01,199.44,0
38,4T1_Raw_1-4_72h_8 - Red Light_1.tif:0157-1187,2576,0.13,0,67,1189.40,157.54,0
39,4T1_Raw_1-4_72h_8 - Red Light_1.tif:0087-1167,2047,0.46,0,52,1165.31,85.68,0
40,4T1_Raw_1-4_72h_8 - Red Light_1.tif:0061-1224,1152,0.08,0,32,1224.57,61.30,0
41,4T1_Raw_1-4_72h_8 - Red Light_1.tif:0053-0680,1653,0.08,0,18,681.84,53.14,0
42,4T1_Raw_1-4_72h_8 - Red Light_1.tif:0041-0700,1672,1.83,0,85,704.73,36.86,0
43,4T1_Raw_1-4_72h_8 - Red Light_1.tif:0119-0660,6137,5.377E-3,0,9,658.68,120.32,0
44,4T1_Raw_1-4_72h_8 - Red Light_1.tif:0106-0716,724,0.34,0,32,715.88,105.88,0
45,4T1_Raw_1-4_72h_8 - Red Light_1.tif:0444-0497,3094,2.586E-3,0,7,499.04,441.46,0
46,4T1_Raw_1-4_72h_8 - Red Light_1.tif:0468-0747,2265,0.03,0,41,747.71,470.53,0
47,4T1_Raw_1-4_72h_8 - Red Light_1.tif:0536-0538,1825,0.05,0,23,538.55,534.24,0
48,4T1_Raw_1-4_72h_8 - Red Light_1.tif:0060-0923,1237,0.10,0,27,924.73,60.36,0
49,4T1_Raw_1-4_72h_8 - Red Light_1.tif:0074-0866,851,0.07,0,27,868.26,72.79,0
50,4T1_Raw_1-4_72h_8 - Red Light_1.tif:0390-0141,1616,0.63,0,71,139.86,387.64,0
51,4T1_Raw_1-4_72h_8 - Red Light_1.tif:0420-0214,1051,0.00,0,0,215.56,419.92,0
52,4T1_Raw_1-4_72h_8 - Red Light_1.tif:0480-0166,1123,0.34,0,49,165.56,480.44,0
53,4T1_Raw_1-4_72h_8 - Red Light_1.tif:0596-0083,2296,0.00,0,0,82.14,595.97,0
54,4T1_Raw_1-4_72h_8 - Red Light_1.tif:0517-0449,5862,0.02,0,23,453.55,513.03,0
55,4T1_Raw_1-4_72h_8 - Red Light_1.tif:0591-0495,4453,4.716E-3,0,11,499.10,593.19,0
56,4T1_Raw_1-4_72h_8 - Red Light_1.tif:0563-0417,8159,2.451E-3,0,9,409.68,570.08,0
