 ,Label,Area,Mean,Min,Max,%Area
1,72h_13 - Red Light_1.tif:0254-0314,4285,11.24,0,85,0
2,72h_13 - Red Light_1.tif:0883-1133,4525,5.54,0,85,0
3,72h_13 - Red Light_1.tif:0921-1214,1616,3.21,0,85,0
4,72h_13 - Red Light_1.tif:0745-0843,3599,32.36,0,85,0
5,72h_13 - Red Light_1.tif:0780-0993,1386,5.92,0,85,0
6,72h_13 - Red Light_1.tif:0797-0962,969,0.01,0,12,0
7,72h_13 - Red Light_1.tif:0815-0931,909,0.00,0,0,0
8,72h_13 - Red Light_1.tif:0800-0921,1143,0.00,0,0,0
9,72h_13 - Red Light_1.tif:0737-1023,2371,7.38,0,85,0
10,72h_13 - Red Light_1.tif:0456-0487,6485,5.71,0,85,0
11,72h_13 - Red Light_1.tif:0866-0524,1116,5.34,0,85,0
12,72h_13 - Red Light_1.tif:0843-0258,3551,2.25,0,85,0
13,72h_13 - Red Light_1.tif:0231-0972,1292,4.73,0,85,0
14,72h_13 - Red Light_1.tif:0736-0647,1430,1.76,0,85,0
15,72h_13 - Red Light_1.tif:0630-0934,2703,0.00,0,0,0
16,72h_13 - Red Light_1.tif:0711-0965,1452,0.00,0,0,0
17,72h_13 - Red Light_1.tif:0723-0990,767,0.00,0,0,0
18,72h_13 - Red Light_1.tif:0721-0929,1635,0.00,0,0,0
19,72h_13 - Red Light_1.tif:0759-0932,1902,0.11,0,50,0
20,72h_13 - Red Light_1.tif:0697-1121,2029,0.00,0,0,0
21,72h_13 - Red Light_1.tif:0605-1089,1731,0.00,0,0,0
22,72h_13 - Red Light_1.tif:0713-1062,1964,5.092E-3,0,10,0
23,72h_13 - Red Light_1.tif:0711-1091,1331,0.00,0,0,0
24,72h_13 - Red Light_1.tif:0627-1179,1154,9.00,0,85,0
25,72h_13 - Red Light_1.tif:0732-0316,1179,2.52,0,85,0
26,72h_13 - Red Light_1.tif:0766-0464,2391,0.00,0,0,0
27,72h_13 - Red Light_1.tif:0827-0461,1304,0.00,0,0,0
28,72h_13 - Red Light_1.tif:0840-0479,1666,0.00,0,0,0
29,72h_13 - Red Light_1.tif:0726-0476,2673,0.04,0,52,0
30,72h_13 - Red Light_1.tif:0679-0513,3887,1.49,0,85,0
31,72h_13 - Red Light_1.tif:0682-0571,1993,1.74,0,85,0
32,72h_13 - Red Light_1.tif:0727-0580,2808,1.42,0,65,0
33,72h_13 - Red Light_1.tif:0762-0591,2372,0.13,0,85,0
34,72h_13 - Red Light_1.tif:0782-0572,1748,0.00,0,0,0
35,72h_13 - Red Light_1.tif:0739-0524,1504,0.00,0,0,0
36,72h_13 - Red Light_1.tif:0802-0565,2187,0.00,0,0,0
37,72h_13 - Red Light_1.tif:0778-0511,1100,0.00,0,0,0
38,72h_13 - Red Light_1.tif:0808-0507,701,0.00,0,0,0
39,72h_13 - Red Light_1.tif:0839-0541,1297,0.01,0,19,0
40,72h_13 - Red Light_1.tif:0878-0566,1946,0.00,0,0,0
41,72h_13 - Red Light_1.tif:0887-0584,1167,0.00,0,0,0
42,72h_13 - Red Light_1.tif:0921-0622,1534,0.00,0,0,0
43,72h_13 - Red Light_1.tif:0869-0621,1515,0.00,0,0,0
44,72h_13 - Red Light_1.tif:0850-0654,955,0.00,0,0,0
45,72h_13 - Red Light_1.tif:0824-0615,771,0.00,0,0,0
46,72h_13 - Red Light_1.tif:0828-0644,695,0.00,0,0,0
47,72h_13 - Red Light_1.tif:0817-0673,2004,0.00,0,0,0
48,72h_13 - Red Light_1.tif:0791-0681,3935,0.00,0,0,0
49,72h_13 - Red Light_1.tif:0619-0420,1819,0.00,0,0,0
50,72h_13 - Red Light_1.tif:0763-0129,2365,4.46,0,85,0
51,72h_13 - Red Light_1.tif:0830-0152,1724,0.00,0,0,0
52,72h_13 - Red Light_1.tif:0685-0398,1525,0.00,0,0,0
53,72h_13 - Red Light_1.tif:0646-0437,1270,0.00,0,0,0
54,72h_13 - Red Light_1.tif:0674-0430,2059,0.00,0,0,0
55,72h_13 - Red Light_1.tif:0856-0424,928,0.00,0,0,0
56,72h_13 - Red Light_1.tif:0802-0399,1178,0.00,0,0,0
57,72h_13 - Red Light_1.tif:0806-0422,881,0.00,0,0,0
58,72h_13 - Red Light_1.tif:0684-0342,1218,0.00,0,0,0
59,72h_13 - Red Light_1.tif:0823-0348,1587,0.00,0,0,0
60,72h_13 - Red Light_1.tif:0823-0826,1507,0.00,0,0,0
61,72h_13 - Red Light_1.tif:0929-0914,866,0.00,0,0,0
62,72h_13 - Red Light_1.tif:0892-0733,988,0.00,0,0,0
63,72h_13 - Red Light_1.tif:0858-0766,776,0.00,0,0,0
64,72h_13 - Red Light_1.tif:0910-0670,644,0.00,0,0,0
65,72h_13 - Red Light_1.tif:0900-0793,1419,0.00,0,0,0
66,72h_13 - Red Light_1.tif:0887-1004,1590,0.05,0,13,0
67,72h_13 - Red Light_1.tif:0805-1047,654,0.00,0,0,0
68,72h_13 - Red Light_1.tif:0838-1039,1215,0.05,0,35,0
69,72h_13 - Red Light_1.tif:0052-1204,982,0.00,0,0,0
70,72h_13 - Red Light_1.tif:0172-1224,1259,0.00,0,0,0
71,72h_13 - Red Light_1.tif:0497-0931,2892,0.12,0,85,0
72,72h_13 - Red Light_1.tif:0493-1007,2729,1.49,0,85,0
73,72h_13 - Red Light_1.tif:0506-1044,1605,0.00,0,0,0
74,72h_13 - Red Light_1.tif:0625-0604,1498,0.00,0,0,0
75,72h_13 - Red Light_1.tif:0629-0585,1221,0.00,0,0,0
76,72h_13 - Red Light_1.tif:0604-0471,1355,0.00,0,0,0
77,72h_13 - Red Light_1.tif:0585-0494,2492,0.00,0,0,0
78,72h_13 - Red Light_1.tif:0563-0547,1291,0.00,0,0,0
79,72h_13 - Red Light_1.tif:0485-0569,2762,0.00,0,0,0
80,72h_13 - Red Light_1.tif:0535-0577,2353,0.00,0,0,0
81,72h_13 - Red Light_1.tif:0632-0505,585,0.00,0,0,0
82,72h_13 - Red Light_1.tif:0634-0520,2304,0.07,0,42,0
83,72h_13 - Red Light_1.tif:0584-0593,1579,0.00,0,0,0
84,72h_13 - Red Light_1.tif:0575-0650,1813,0.00,0,0,0
85,72h_13 - Red Light_1.tif:0529-0621,2663,0.00,0,0,0
86,72h_13 - Red Light_1.tif:0631-0725,1344,1.29,0,85,0
87,72h_13 - Red Light_1.tif:0345-0583,677,0.00,0,0,0
88,72h_13 - Red Light_1.tif:0351-0628,1293,0.00,0,0,0
89,72h_13 - Red Light_1.tif:0359-0475,3146,0.00,0,0,0
90,72h_13 - Red Light_1.tif:0419-0596,1253,0.00,0,0,0
91,72h_13 - Red Light_1.tif:0386-0601,1062,0.00,0,0,0
92,72h_13 - Red Light_1.tif:0362-0584,1073,0.00,0,0,0
93,72h_13 - Red Light_1.tif:0400-0567,861,0.00,0,0,0
94,72h_13 - Red Light_1.tif:0397-0554,1141,0.00,0,0,0
95,72h_13 - Red Light_1.tif:0352-0527,903,0.00,0,0,0
96,72h_13 - Red Light_1.tif:0333-0511,1026,0.00,0,0,0
97,72h_13 - Red Light_1.tif:0417-0725,1367,0.00,0,0,0
98,72h_13 - Red Light_1.tif:0588-0758,1181,0.56,0,48,0
99,72h_13 - Red Light_1.tif:0572-0732,607,0.00,0,0,0
100,72h_13 - Red Light_1.tif:0552-0763,1849,0.00,0,0,0
101,72h_13 - Red Light_1.tif:0490-0759,1804,0.00,0,0,0
102,72h_13 - Red Light_1.tif:0505-0716,1105,0.20,0,40,0
103,72h_13 - Red Light_1.tif:0451-0685,1940,0.00,0,0,0
104,72h_13 - Red Light_1.tif:0340-1044,1403,0.00,0,0,0
105,72h_13 - Red Light_1.tif:0345-1010,1410,1.418E-3,0,2,0
106,72h_13 - Red Light_1.tif:0445-0996,1108,0.10,0,35,0
107,72h_13 - Red Light_1.tif:0445-0961,1083,0.66,0,85,0
108,72h_13 - Red Light_1.tif:0481-1093,1246,0.12,0,28,0
109,72h_13 - Red Light_1.tif:0520-1158,1122,7.71,0,85,0
110,72h_13 - Red Light_1.tif:0505-1233,2506,0.00,0,0,0
111,72h_13 - Red Light_1.tif:0248-1146,1159,0.00,0,0,0
112,72h_13 - Red Light_1.tif:0220-1204,809,0.00,0,0,0
113,72h_13 - Red Light_1.tif:0222-1226,981,0.00,0,0,0
114,72h_13 - Red Light_1.tif:0191-1226,434,0.00,0,0,0
115,72h_13 - Red Light_1.tif:0283-0906,1112,0.00,0,0,0
116,72h_13 - Red Light_1.tif:0291-0937,1309,0.00,0,0,0
117,72h_13 - Red Light_1.tif:0276-0958,1634,0.00,0,0,0
118,72h_13 - Red Light_1.tif:0271-1000,1915,0.04,0,16,0
119,72h_13 - Red Light_1.tif:0308-0989,1432,0.00,0,0,0
120,72h_13 - Red Light_1.tif:0234-0931,1342,0.00,0,0,0
121,72h_13 - Red Light_1.tif:0224-0942,1079,0.02,0,14,0
122,72h_13 - Red Light_1.tif:0053-0780,2284,0.00,0,0,0
123,72h_13 - Red Light_1.tif:0665-0855,1218,0.00,0,0,0
124,72h_13 - Red Light_1.tif:0681-0834,606,1.34,0,48,0
125,72h_13 - Red Light_1.tif:0672-0882,696,0.00,0,0,0
126,72h_13 - Red Light_1.tif:0707-0885,565,0.55,0,85,0
127,72h_13 - Red Light_1.tif:0705-0869,455,0.44,0,27,0
128,72h_13 - Red Light_1.tif:0771-0884,1322,2.29,0,85,0
129,72h_13 - Red Light_1.tif:0839-0793,1432,0.00,0,0,0
130,72h_13 - Red Light_1.tif:0430-0909,787,0.55,0,85,0
131,72h_13 - Red Light_1.tif:0378-0971,1437,0.00,0,0,0
132,72h_13 - Red Light_1.tif:0397-0961,680,0.00,0,0,0
133,72h_13 - Red Light_1.tif:0394-0994,636,0.00,0,0,0
134,72h_13 - Red Light_1.tif:0329-0892,795,0.00,0,0,0
135,72h_13 - Red Light_1.tif:0101-1013,1595,0.00,0,0,0
136,72h_13 - Red Light_1.tif:0087-0987,1656,0.00,0,0,0
137,72h_13 - Red Light_1.tif:0057-0986,1167,0.00,0,0,0
