 ,Label,Area,Mean,Min,Max,%Area
1,4T1_Raw_2-1_0h_02 - Red Light_11.tif:0185-0639,1654,0.91,0,85,0
2,4T1_Raw_2-1_0h_02 - Red Light_11.tif:0200-0714,2600,0.69,0,85,0
3,4T1_Raw_2-1_0h_02 - Red Light_11.tif:0558-0905,2433,0.07,0,64,0
4,4T1_Raw_2-1_0h_02 - Red Light_11.tif:0451-0648,5846,0.10,0,61,0
5,4T1_Raw_2-1_0h_02 - Red Light_11.tif:0216-0935,4803,0.50,0,85,0
6,4T1_Raw_2-1_0h_02 - Red Light_11.tif:0141-0995,5309,0.17,0,85,0
7,4T1_Raw_2-1_0h_02 - Red Light_11.tif:0244-0863,2830,0.71,0,85,0
8,4T1_Raw_2-1_0h_02 - Red Light_11.tif:0104-1109,3312,0.06,0,62,0
9,4T1_Raw_2-1_0h_02 - Red Light_11.tif:0164-1102,2621,0.17,0,85,0
10,4T1_Raw_2-1_0h_02 - Red Light_11.tif:0107-1182,4828,0.06,0,85,0
11,4T1_Raw_2-1_0h_02 - Red Light_11.tif:0079-1211,2102,0.05,0,85,0
12,4T1_Raw_2-1_0h_02 - Red Light_11.tif:0240-1162,1345,0.02,0,23,0
13,4T1_Raw_2-1_0h_02 - Red Light_11.tif:0399-1018,1347,0.10,0,36,0
14,4T1_Raw_2-1_0h_02 - Red Light_11.tif:0392-1054,1871,0.08,0,68,0
15,4T1_Raw_2-1_0h_02 - Red Light_11.tif:0371-1061,1015,0.82,0,74,0
16,4T1_Raw_2-1_0h_02 - Red Light_11.tif:0387-1097,695,0.43,0,85,0
17,4T1_Raw_2-1_0h_02 - Red Light_11.tif:0466-1073,1097,0.22,0,35,0
18,4T1_Raw_2-1_0h_02 - Red Light_11.tif:0528-1142,2956,0.12,0,85,0
19,4T1_Raw_2-1_0h_02 - Red Light_11.tif:0479-1242,1223,0.26,0,85,0
20,4T1_Raw_2-1_0h_02 - Red Light_11.tif:0486-1229,950,0.22,0,85,0
21,4T1_Raw_2-1_0h_02 - Red Light_11.tif:0513-1238,1217,0.15,0,69,0
22,4T1_Raw_2-1_0h_02 - Red Light_11.tif:0537-1237,1348,0.02,0,14,0
23,4T1_Raw_2-1_0h_02 - Red Light_11.tif:0871-0751,3986,2.760E-3,0,6,0
24,4T1_Raw_2-1_0h_02 - Red Light_11.tif:0646-0045,2788,0.03,0,85,0
25,4T1_Raw_2-1_0h_02 - Red Light_11.tif:0602-0100,1886,5.302E-3,0,10,0
26,4T1_Raw_2-1_0h_02 - Red Light_11.tif:0638-0118,944,0.00,0,0,0
27,4T1_Raw_2-1_0h_02 - Red Light_11.tif:0613-0129,1777,0.04,0,35,0
28,4T1_Raw_2-1_0h_02 - Red Light_11.tif:0769-0213,3169,0.07,0,85,0
29,4T1_Raw_2-1_0h_02 - Red Light_11.tif:0876-0137,2466,0.06,0,62,0
30,4T1_Raw_2-1_0h_02 - Red Light_11.tif:0858-0207,2913,0.00,0,0,0
31,4T1_Raw_2-1_0h_02 - Red Light_11.tif:0915-0131,2159,0.02,0,34,0
32,4T1_Raw_2-1_0h_02 - Red Light_11.tif:0098-0283,1313,0.32,0,85,0
33,4T1_Raw_2-1_0h_02 - Red Light_11.tif:0065-0260,2411,0.66,0,63,0
34,4T1_Raw_2-1_0h_02 - Red Light_11.tif:0074-0313,2712,0.49,0,85,0
35,4T1_Raw_2-1_0h_02 - Red Light_11.tif:0235-0362,2661,0.17,0,85,0
36,4T1_Raw_2-1_0h_02 - Red Light_11.tif:0201-0143,1487,0.11,0,57,0
37,4T1_Raw_2-1_0h_02 - Red Light_11.tif:0281-0110,2761,0.05,0,39,0
38,4T1_Raw_2-1_0h_02 - Red Light_11.tif:0381-0140,4864,0.16,0,85,0
39,4T1_Raw_2-1_0h_02 - Red Light_11.tif:0579-0165,1195,0.39,0,85,0
40,4T1_Raw_2-1_0h_02 - Red Light_11.tif:0650-0298,2798,0.06,0,85,0
41,4T1_Raw_2-1_0h_02 - Red Light_11.tif:0490-0190,1538,0.14,0,57,0
42,4T1_Raw_2-1_0h_02 - Red Light_11.tif:0489-0240,1479,0.13,0,85,0
