 ,Label,Area,Mean,Min,Max,%Area
1,24h_17 - Red Light_1.tif:0031-0057,932,7.511E-3,0,6,0
2,24h_17 - Red Light_1.tif:0052-0107,630,0.00,0,0,0
3,24h_17 - Red Light_1.tif:0045-0145,1344,0.00,0,0,0
4,24h_17 - Red Light_1.tif:0060-0182,1017,0.00,0,0,0
5,24h_17 - Red Light_1.tif:0114-0129,2872,0.00,0,0,0
6,24h_17 - Red Light_1.tif:0089-0101,1347,0.00,0,0,0
7,24h_17 - Red Light_1.tif:0098-0069,401,0.00,0,0,0
8,24h_17 - Red Light_1.tif:0064-0070,660,0.00,0,0,0
9,24h_17 - Red Light_1.tif:0122-0027,1060,0.00,0,0,0
10,24h_17 - Red Light_1.tif:0144-0063,654,0.06,0,37,0
11,24h_17 - Red Light_1.tif:0167-0097,489,0.00,0,0,0
12,24h_17 - Red Light_1.tif:0204-0123,1182,0.00,0,0,0
13,24h_17 - Red Light_1.tif:0152-0143,934,0.00,0,0,0
14,24h_17 - Red Light_1.tif:0118-0173,753,0.00,0,0,0
15,24h_17 - Red Light_1.tif:0096-0223,919,0.00,0,0,0
16,24h_17 - Red Light_1.tif:0128-0248,1352,0.00,0,0,0
17,24h_17 - Red Light_1.tif:0091-0284,779,0.00,0,0,0
18,24h_17 - Red Light_1.tif:0148-0173,412,0.00,0,0,0
19,24h_17 - Red Light_1.tif:0170-0157,568,0.00,0,0,0
20,24h_17 - Red Light_1.tif:0196-0217,1095,0.00,0,0,0
21,24h_17 - Red Light_1.tif:0132-0272,819,0.00,0,0,0
22,24h_17 - Red Light_1.tif:0238-0078,722,0.00,0,0,0
23,24h_17 - Red Light_1.tif:0298-0236,2498,0.00,0,0,0
24,24h_17 - Red Light_1.tif:0242-0250,1130,0.00,0,0,0
25,24h_17 - Red Light_1.tif:0239-0225,1285,0.00,0,0,0
26,24h_17 - Red Light_1.tif:0212-0275,851,0.00,0,0,0
27,24h_17 - Red Light_1.tif:0155-0297,2587,0.01,0,25,0
28,24h_17 - Red Light_1.tif:0137-0335,1338,0.04,0,37,0
29,24h_17 - Red Light_1.tif:0207-0326,1537,0.00,0,0,0
30,24h_17 - Red Light_1.tif:0248-0362,852,0.00,0,0,0
31,24h_17 - Red Light_1.tif:0276-0359,1195,0.00,0,0,0
32,24h_17 - Red Light_1.tif:0187-0042,2475,2.424E-3,0,5,0
33,24h_17 - Red Light_1.tif:0397-0044,2439,3.280E-3,0,8,0
34,24h_17 - Red Light_1.tif:0403-0084,826,0.00,0,0,0
