 ,Label,Area,Mean,Min,Max,X,Y,%Area
69,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0815-0716,648,0.00,0,0,716.33,814.95,0
70,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0835-0765,1079,0.59,0,85,764.94,835.33,0
71,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0789-0773,932,0.25,0,85,773.00,789.63,0
72,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0707-0743,1042,0.41,0,51,742.33,707.80,0
73,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0685-0695,1076,0.48,0,85,696.69,684.47,0
74,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0707-0659,758,1.39,0,85,660.02,706.45,0
75,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0876-0814,1091,0.72,0,78,814.43,875.84,0
76,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0831-0895,1577,0.01,0,8,896.32,830.11,0
77,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0757-0870,1353,5.04,0,85,870.02,757.16,0
78,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0730-0820,821,6.62,0,85,820.16,729.97,0
79,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0682-0824,1084,0.39,0,85,824.30,681.78,0
80,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0685-0906,1719,34.18,0,85,906.64,685.34,0
81,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0629-0786,916,0.41,0,85,786.27,629.72,0
82,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0603-0837,1844,5.40,0,85,836.92,603.48,0
83,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0616-0739,1316,1.72,0,85,738.10,617.01,0
84,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0528-0892,2498,0.25,0,27,891.33,529.16,0
85,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0659-0978,2465,3.83,0,85,979.33,657.89,0
86,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0593-0971,2528,0.36,0,85,971.47,594.36,0
87,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0634-1087,2648,5.45,0,85,1087.21,633.83,0
88,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0722-1081,1876,0.71,0,85,1080.70,723.08,0
89,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0662-1042,466,0.00,0,0,1042.25,662.76,0
90,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0696-1022,763,0.00,0,0,1022.46,695.93,0
91,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0629-0916,564,4.63,0,85,916.42,629.74,0
92,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0577-0507,1016,1.37,0,85,507.94,577.18,0
93,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0563-0464,1185,4.43,0,85,464.72,562.30,0
94,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0542-0579,679,12.03,0,85,578.80,542.64,0
95,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0534-0554,554,0.40,0,51,554.54,533.23,0
96,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0489-0639,2848,0.74,0,20,639.58,489.98,0
97,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0480-0747,1146,0.17,0,19,747.26,480.46,0
98,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0438-0775,1343,0.11,0,20,775.32,438.14,0
99,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0366-0752,2198,7.734E-3,0,17,752.61,367.95,0
100,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0318-0831,506,5.10,0,85,831.86,318.55,0
101,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0340-0839,393,0.84,0,75,839.51,340.60,0
102,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0310-0890,932,6.21,0,85,890.68,311.30,0
103,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0349-0882,925,0.79,0,85,882.73,349.29,0
104,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0345-0917,812,0.16,0,80,916.64,344.64,0
105,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0269-0909,559,5.29,0,85,909.32,268.78,0
106,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0259-0799,1772,0.00,0,0,799.04,259.07,0
107,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0118-0760,1534,0.00,0,0,760.89,127.25,0
108,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0163-0775,1742,0.05,0,85,775.86,166.14,0
109,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0134-0725,880,0.00,0,0,724.50,133.26,0
110,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0112-0697,561,0.52,0,26,697.84,111.51,0
111,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0113-0667,521,0.27,0,22,667.95,113.34,0
112,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0072-0697,1118,0.13,0,13,696.99,71.74,0
113,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0026-0680,1416,0.09,0,15,680.05,26.33,0
114,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0186-0654,1132,0.08,0,21,654.37,187.55,0
115,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0237-0638,626,1.597E-3,0,1,636.93,237.15,0
116,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0234-0660,223,0.00,0,0,660.20,234.28,0
117,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0531-0466,771,1.62,0,85,464.61,531.61,0
118,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0520-0495,496,0.11,0,21,494.93,519.82,0
119,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0500-0518,754,1.27,0,85,517.73,501.06,0
120,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0530-0522,736,0.65,0,85,522.51,530.69,0
121,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0545-0497,781,1.36,0,85,497.68,546.87,0
122,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0476-0536,646,0.00,0,0,536.95,475.99,0
123,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0458-0579,491,0.00,0,0,578.66,458.56,0
124,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0456-0559,279,1.85,0,85,559.40,456.23,0
125,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0302-0638,1150,0.00,0,0,638.83,301.39,0
126,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0372-0645,905,0.00,0,0,645.47,372.18,0
127,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0346-0642,268,0.00,0,0,642.82,345.87,0
128,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0280-0570,812,0.00,0,0,567.88,279.11,0
129,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0200-0463,308,0.00,0,0,462.79,199.93,0
130,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0143-0487,1247,0.03,0,11,487.14,143.89,0
131,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0172-0483,707,0.00,0,0,483.66,173.20,0
132,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0174-0343,1190,0.17,0,55,344.53,172.99,0
133,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0106-0387,936,5.59,0,85,386.99,107.52,0
134,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0095-0458,666,0.02,0,14,458.60,96.23,0
135,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0109-0549,715,0.00,0,0,548.79,109.29,0
136,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0182-0570,672,0.00,0,0,570.28,181.66,0
137,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0214-0547,603,4.975E-3,0,3,547.44,214.26,0
138,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0064-0327,1075,0.00,0,0,326.03,63.77,0
139,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0096-0348,1360,0.22,0,85,348.30,95.58,0
140,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0028-0258,1294,0.76,0,85,257.94,28.33,0
141,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0022-0387,1085,3.77,0,85,387.30,22.84,0
142,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0070-0539,558,0.01,0,6,539.96,71.13,0
143,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0064-0576,827,0.00,0,0,575.79,65.34,0
144,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0082-0612,891,0.00,0,0,611.59,81.96,0
145,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0021-0580,1231,0.34,0,20,578.56,19.94,0
146,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0143-0605,911,0.00,0,0,603.57,143.45,0
147,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0166-0624,696,0.00,0,0,624.13,165.74,0
148,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0230-0607,416,0.00,0,0,606.72,230.93,0
149,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0203-0585,360,0.00,0,0,585.57,202.78,0
150,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0303-0505,970,0.00,0,0,504.57,305.28,0
151,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0477-0964,646,0.00,0,0,963.56,477.17,0
152,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0487-0942,673,0.02,0,12,942.59,488.36,0
153,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0448-0967,1074,0.03,0,11,968.49,448.28,0
154,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0398-1084,2296,1.46,0,85,1083.73,398.06,0
155,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0370-0976,1299,1.02,0,85,976.04,371.54,0
156,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0282-0961,737,0.42,0,85,960.30,282.18,0
157,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0248-0991,894,0.29,0,69,993.14,247.41,0
158,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0283-1040,776,0.04,0,24,1039.37,283.74,0
159,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0220-1091,1381,0.52,0,85,1091.02,221.15,0
160,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0601-1173,1588,7.83,0,85,1172.61,601.76,0
161,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0558-1117,1197,0.39,0,85,1117.23,558.28,0
162,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0527-1153,1196,0.28,0,85,1153.64,526.88,0
163,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0485-1125,1564,0.00,0,0,1123.22,487.35,0
164,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0509-1038,4539,0.00,0,0,1041.34,507.44,0
165,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0434-1165,1351,2.51,0,85,1165.91,433.55,0
166,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0499-1207,804,0.06,0,30,1206.18,499.29,0
167,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0554-1198,611,0.17,0,85,1199.29,554.74,0
168,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0576-1224,593,0.00,0,0,1225.25,576.73,0
169,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0533-1243,689,4.354E-3,0,3,1243.82,533.87,0
170,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0749-1146,1150,0.00,0,0,1147.37,751.70,0
171,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0695-1141,1732,0.15,0,85,1138.94,695.80,0
172,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0695-1197,1495,0.50,0,85,1197.65,694.36,0
173,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0728-1221,355,1.20,0,85,1221.58,728.25,0
174,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0702-1262,724,0.00,0,0,1262.28,702.04,0
175,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0630-1230,1491,1.54,0,85,1229.81,629.75,0
176,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0483-1263,875,0.04,0,30,1264.47,482.49,0
177,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0413-1253,1121,10.33,0,85,1253.52,414.14,0
178,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0379-1254,1439,0.08,0,85,1254.41,378.43,0
179,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0332-1152,1253,9.72,0,85,1150.77,331.46,0
180,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0351-1174,738,0.31,0,55,1174.73,353.05,0
181,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0361-1194,343,0.03,0,12,1195.03,361.61,0
182,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0292-1126,453,0.83,0,85,1127.08,292.54,0
183,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0278-1147,462,0.58,0,85,1148.06,277.70,0
184,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0289-1190,706,2.11,0,85,1190.76,289.30,0
185,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0286-1223,1004,0.83,0,85,1224.29,285.62,0
186,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0090-1261,699,0.00,0,0,1260.85,89.80,0
187,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0942-0253,1833,9.274E-3,0,14,253.25,942.92,0
188,4T1_Raw_1-4_24h_8 - Red Light_1.tif:0933-1005,1726,0.00,0,0,1006.00,933.34,0
