 ,Label,Area,Mean,Min,Max,%Area
1,72h_28 - Red Light_1.tif:0333-0238,3540,0.19,0,85,0
2,72h_28 - Red Light_1.tif:0295-0294,2150,0.13,0,59,0
3,72h_28 - Red Light_1.tif:0350-0311,851,0.17,0,57,0
4,72h_28 - Red Light_1.tif:0455-0565,1649,0.11,0,70,0
5,72h_28 - Red Light_1.tif:0488-0535,1253,0.17,0,27,0
6,72h_28 - Red Light_1.tif:0469-0456,1746,0.25,0,75,0
7,72h_28 - Red Light_1.tif:0425-0449,1276,0.12,0,64,0
8,72h_28 - Red Light_1.tif:0459-0425,1148,0.19,0,51,0
9,72h_28 - Red Light_1.tif:0408-0671,1738,0.26,0,85,0
10,72h_28 - Red Light_1.tif:0405-0633,1170,0.25,0,45,0
11,72h_28 - Red Light_1.tif:0370-0703,1891,0.19,0,85,0
12,72h_28 - Red Light_1.tif:0355-0670,1476,0.14,0,35,0
13,72h_28 - Red Light_1.tif:0368-0646,952,0.26,0,59,0
14,72h_28 - Red Light_1.tif:0349-0618,2071,0.20,0,67,0
15,72h_28 - Red Light_1.tif:0393-0880,1629,0.36,0,61,0
16,72h_28 - Red Light_1.tif:0562-1002,2716,0.22,0,85,0
17,72h_28 - Red Light_1.tif:0535-0960,1367,0.14,0,65,0
18,72h_28 - Red Light_1.tif:0492-0987,1503,0.06,0,15,0
19,72h_28 - Red Light_1.tif:0536-1045,2117,0.15,0,69,0
20,72h_28 - Red Light_1.tif:0275-0749,1201,0.15,0,51,0
21,72h_28 - Red Light_1.tif:0177-0729,2371,0.06,0,51,0
22,72h_28 - Red Light_1.tif:0163-0697,1868,0.21,0,80,0
23,72h_28 - Red Light_1.tif:0065-0832,2441,0.10,0,38,0
24,72h_28 - Red Light_1.tif:0199-0364,951,0.20,0,51,0
25,72h_28 - Red Light_1.tif:0236-0337,1150,0.19,0,85,0
26,72h_28 - Red Light_1.tif:0349-0466,1226,0.20,0,46,0
27,72h_28 - Red Light_1.tif:0348-0432,1038,0.26,0,81,0
28,72h_28 - Red Light_1.tif:0298-0460,1030,0.14,0,75,0
29,72h_28 - Red Light_1.tif:0291-0525,2001,0.20,0,47,0
30,72h_28 - Red Light_1.tif:0218-1057,1021,0.18,0,49,0
31,72h_28 - Red Light_1.tif:0068-0731,2066,0.06,0,85,0
32,72h_28 - Red Light_1.tif:0226-0199,1102,0.06,0,27,0
33,72h_28 - Red Light_1.tif:0233-0220,1292,0.13,0,51,0
34,72h_28 - Red Light_1.tif:0275-0195,1591,0.26,0,85,0
35,72h_28 - Red Light_1.tif:0317-0158,897,0.18,0,56,0
36,72h_28 - Red Light_1.tif:0310-0115,795,0.21,0,39,0
37,72h_28 - Red Light_1.tif:0352-0165,1428,0.29,0,85,0
38,72h_28 - Red Light_1.tif:0363-0138,864,0.10,0,32,0
39,72h_28 - Red Light_1.tif:0406-0226,2152,0.16,0,85,0
40,72h_28 - Red Light_1.tif:0454-0291,1508,0.04,0,18,0
41,72h_28 - Red Light_1.tif:0547-0327,1820,0.24,0,61,0
42,72h_28 - Red Light_1.tif:0577-0356,1903,0.17,0,83,0
43,72h_28 - Red Light_1.tif:0536-0403,2424,0.14,0,49,0
44,72h_28 - Red Light_1.tif:0489-0365,2215,0.18,0,64,0
45,72h_28 - Red Light_1.tif:0512-0433,979,0.41,0,85,0
46,72h_28 - Red Light_1.tif:0467-0508,2202,0.10,0,59,0
47,72h_28 - Red Light_1.tif:0407-0505,2432,0.12,0,49,0
48,72h_28 - Red Light_1.tif:0369-0503,1032,0.19,0,40,0
49,72h_28 - Red Light_1.tif:0371-0532,1667,0.23,0,74,0
50,72h_28 - Red Light_1.tif:0297-0609,1387,0.11,0,43,0
51,72h_28 - Red Light_1.tif:0338-0592,1275,0.22,0,67,0
52,72h_28 - Red Light_1.tif:0340-0536,1658,0.06,0,41,0
53,72h_28 - Red Light_1.tif:0304-0551,1259,0.15,0,83,0
54,72h_28 - Red Light_1.tif:0346-0398,1332,0.17,0,51,0
55,72h_28 - Red Light_1.tif:0321-0419,815,0.09,0,25,0
56,72h_28 - Red Light_1.tif:0414-0357,1526,0.08,0,43,0
57,72h_28 - Red Light_1.tif:0363-0283,1395,0.19,0,85,0
58,72h_28 - Red Light_1.tif:0393-0313,1352,0.13,0,69,0
59,72h_28 - Red Light_1.tif:0502-0180,1282,0.17,0,51,0
60,72h_28 - Red Light_1.tif:0475-0221,874,0.36,0,85,0
61,72h_28 - Red Light_1.tif:0458-0199,1644,0.18,0,76,0
62,72h_28 - Red Light_1.tif:0454-0170,1680,0.25,0,85,0
63,72h_28 - Red Light_1.tif:0427-0157,3121,0.19,0,83,0
64,72h_28 - Red Light_1.tif:0310-0196,1747,0.09,0,67,0
65,72h_28 - Red Light_1.tif:0195-0279,1728,0.04,0,45,0
66,72h_28 - Red Light_1.tif:0165-0336,1027,0.07,0,27,0
67,72h_28 - Red Light_1.tif:0389-0104,1438,0.12,0,54,0
68,72h_28 - Red Light_1.tif:0514-0226,1552,0.07,0,85,0
69,72h_28 - Red Light_1.tif:0625-0355,1523,0.10,0,34,0
70,72h_28 - Red Light_1.tif:0639-0316,1766,0.28,0,75,0
71,72h_28 - Red Light_1.tif:0573-0276,2037,0.23,0,77,0
72,72h_28 - Red Light_1.tif:0568-0234,2383,0.20,0,85,0
73,72h_28 - Red Light_1.tif:0576-0199,2689,0.17,0,85,0
74,72h_28 - Red Light_1.tif:0657-0256,1289,0.21,0,85,0
75,72h_28 - Red Light_1.tif:0642-0226,1517,0.14,0,63,0
76,72h_28 - Red Light_1.tif:0724-0135,1045,0.18,0,44,0
77,72h_28 - Red Light_1.tif:0721-0188,1281,0.23,0,79,0
78,72h_28 - Red Light_1.tif:0735-0221,2016,0.23,0,85,0
79,72h_28 - Red Light_1.tif:0691-0127,997,0.06,0,24,0
80,72h_28 - Red Light_1.tif:0670-0153,828,0.13,0,51,0
81,72h_28 - Red Light_1.tif:0699-0266,1124,0.46,0,59,0
82,72h_28 - Red Light_1.tif:0735-0274,746,0.27,0,48,0
