 ,Label,Area,Mean,Min,Max,%Area
1,0h_27 - Red Light_1.tif:0266-0578,2213,0.04,0,17,0
2,0h_27 - Red Light_1.tif:0003-0393-0610,1188,0.00,0,0,0
3,0h_27 - Red Light_1.tif:0001-0374-0636,1319,0.00,0,0,0
4,0h_27 - Red Light_1.tif:0002-0148-0343,1629,0.15,0,78,0
5,0h_27 - Red Light_1.tif:0002-0174-0381,1466,0.01,0,13,0
6,0h_27 - Red Light_1.tif:0002-0154-0418,2598,0.00,0,0,0
7,0h_27 - Red Light_1.tif:0002-0210-0368,1783,0.00,0,0,0
8,0h_27 - Red Light_1.tif:0001-0373-0432,763,0.00,0,0,0
9,0h_27 - Red Light_1.tif:0002-0607-0302,2142,0.09,0,37,0
10,0h_27 - Red Light_1.tif:0003-0942-0292,1032,0.63,0,56,0
11,0h_27 - Red Light_1.tif:0003-0434-0511,1264,0.00,0,0,0
12,0h_27 - Red Light_1.tif:0003-0448-0594,2414,0.03,0,53,0
13,0h_27 - Red Light_1.tif:0003-0434-0661,2872,0.00,0,0,0
14,0h_27 - Red Light_1.tif:0003-0403-0654,643,0.00,0,0,0
15,0h_27 - Red Light_1.tif:0003-0399-0681,669,0.00,0,0,0
16,0h_27 - Red Light_1.tif:0003-0311-0561,1422,0.09,0,34,0
17,0h_27 - Red Light_1.tif:0003-0280-0621,1767,0.00,0,0,0
18,0h_27 - Red Light_1.tif:0003-0307-0638,1329,0.00,0,0,0
19,0h_27 - Red Light_1.tif:0003-0269-0698,1807,0.00,0,0,0
20,0h_27 - Red Light_1.tif:0003-0230-0743,608,0.00,0,0,0
21,0h_27 - Red Light_1.tif:0003-0249-0728,578,0.00,0,0,0
22,0h_27 - Red Light_1.tif:0001-0250-0754,569,0.00,0,0,0
23,0h_27 - Red Light_1.tif:0003-0260-0811,2400,2.917E-3,0,4,0
24,0h_27 - Red Light_1.tif:0003-0209-0824,2186,0.00,0,0,0
25,0h_27 - Red Light_1.tif:0003-0364-0819,1017,0.07,0,20,0
26,0h_27 - Red Light_1.tif:0003-0342-0785,1884,0.66,0,85,0
27,0h_27 - Red Light_1.tif:0003-0733-1060,2656,0.00,0,0,0
28,0h_27 - Red Light_1.tif:0003-0692-1065,1312,0.00,0,0,0
29,0h_27 - Red Light_1.tif:0003-0690-1031,1726,0.00,0,0,0
30,0h_27 - Red Light_1.tif:0003-0900-1165,2116,2.08,0,85,0
31,0h_27 - Red Light_1.tif:0003-0936-1145,2371,3.00,0,85,0
32,0h_27 - Red Light_1.tif:0003-0860-0993,2409,0.00,0,0,0
33,0h_27 - Red Light_1.tif:0003-0895-0924,1303,0.32,0,59,0
34,0h_27 - Red Light_1.tif:0003-0852-0897,1006,0.50,0,31,0
35,0h_27 - Red Light_1.tif:0003-0816-0903,1212,0.00,0,0,0
36,0h_27 - Red Light_1.tif:0187-0561,5778,1.77,0,85,0
37,0h_27 - Red Light_1.tif:0188-0461,4194,0.65,0,42,0
38,0h_27 - Red Light_1.tif:0253-0382,1382,0.03,0,20,0
39,0h_27 - Red Light_1.tif:0167-0284,1695,8.260E-3,0,11,0
40,0h_27 - Red Light_1.tif:0214-0317,1098,0.00,0,0,0
41,0h_27 - Red Light_1.tif:0206-0266,1220,0.00,0,0,0
42,0h_27 - Red Light_1.tif:0239-0321,1110,0.00,0,0,0
43,0h_27 - Red Light_1.tif:0365-0296,3048,0.09,0,41,0
44,0h_27 - Red Light_1.tif:0242-0270,978,0.00,0,0,0
45,0h_27 - Red Light_1.tif:0256-0218,1344,0.00,0,0,0
46,0h_27 - Red Light_1.tif:0298-0215,1477,0.67,0,85,0
47,0h_27 - Red Light_1.tif:0347-0232,1143,1.12,0,85,0
48,0h_27 - Red Light_1.tif:0302-0178,1674,0.00,0,0,0
49,0h_27 - Red Light_1.tif:0248-0182,1527,0.00,0,0,0
50,0h_27 - Red Light_1.tif:0295-0135,3257,0.00,0,0,0
51,0h_27 - Red Light_1.tif:0272-0099,3862,0.00,0,0,0
52,0h_27 - Red Light_1.tif:0341-0199,1411,0.35,0,85,0
53,0h_27 - Red Light_1.tif:0573-0411,1448,0.04,0,21,0
54,0h_27 - Red Light_1.tif:0567-0462,1717,0.06,0,26,0
55,0h_27 - Red Light_1.tif:0668-0472,3577,0.09,0,30,0
56,0h_27 - Red Light_1.tif:0708-0420,1907,0.00,0,0,0
