 ,Label,Area,Mean,Min,Max,X,Y,%Area
29,4T1_Raw_1-4_24h_7 - Red Light_1:0744-0342,2038,3.90,0,64,341.43,745.20,0
30,4T1_Raw_1-4_24h_7 - Red Light_1:0417-0346,1132,2.95,0,42,346.82,417.84,0
31,4T1_Raw_1-4_24h_7 - Red Light_1:0434-0306,661,0.63,0,73,305.35,434.92,0
32,4T1_Raw_1-4_24h_7 - Red Light_1:0473-0293,617,1.36,0,85,293.68,472.60,0
33,4T1_Raw_1-4_24h_7 - Red Light_1:0484-0252,580,0.71,0,53,251.86,484.86,0
34,4T1_Raw_1-4_24h_7 - Red Light_1:0521-0271,1077,7.29,0,85,271.93,521.39,0
35,4T1_Raw_1-4_24h_7 - Red Light_1:0511-0353,676,6.04,0,48,353.18,511.72,0
36,4T1_Raw_1-4_24h_7 - Red Light_1:0524-0338,253,0.76,0,30,338.23,524.41,0
37,4T1_Raw_1-4_24h_7 - Red Light_1:0534-0357,265,4.31,0,39,357.27,533.56,0
38,4T1_Raw_1-4_24h_7 - Red Light_1:0562-0330,732,0.47,0,31,330.26,562.74,0
39,4T1_Raw_1-4_24h_7 - Red Light_1:0575-0237,799,2.23,0,85,237.51,575.28,0
40,4T1_Raw_1-4_24h_7 - Red Light_1:0637-0193,3430,0.40,0,49,192.39,636.75,0
41,4T1_Raw_1-4_24h_7 - Red Light_1:0612-0395,689,2.89,0,48,393.79,613.76,0
42,4T1_Raw_1-4_24h_7 - Red Light_1:0641-0384,754,1.45,0,41,384.44,641.76,0
43,4T1_Raw_1-4_24h_7 - Red Light_1:0685-0415,1743,0.64,0,34,417.72,683.78,0
44,4T1_Raw_1-4_24h_7 - Red Light_1:0730-0464,1729,0.20,0,30,462.67,722.75,0
45,4T1_Raw_1-4_24h_7 - Red Light_1:0704-0516,648,3.11,0,43,515.77,704.88,0
46,4T1_Raw_1-4_24h_7 - Red Light_1:0884-0369,1292,0.11,0,53,371.59,885.27,0
47,4T1_Raw_1-4_24h_7 - Red Light_1:0268-0562,2732,11.47,0,85,561.69,268.53,0
48,4T1_Raw_1-4_24h_7 - Red Light_1:0277-0385,1050,0.30,0,36,377.24,270.02,0
49,4T1_Raw_1-4_24h_7 - Red Light_1:0336-0459,1300,2.85,0,61,467.20,339.80,0
50,4T1_Raw_1-4_24h_7 - Red Light_1:0418-0534,1194,0.30,0,36,534.22,418.17,0
51,4T1_Raw_1-4_24h_7 - Red Light_1:0410-0490,1088,0.45,0,27,489.65,410.28,0
52,4T1_Raw_1-4_24h_7 - Red Light_1:0477-0498,725,2.00,0,85,497.87,477.22,0
53,4T1_Raw_1-4_24h_7 - Red Light_1:0516-0541,1305,3.50,0,85,541.83,515.98,0
54,4T1_Raw_1-4_24h_7 - Red Light_1:0583-0540,1133,1.33,0,85,541.29,582.80,0
55,4T1_Raw_1-4_24h_7 - Red Light_1:0621-0556,860,0.76,0,85,556.47,621.00,0
56,4T1_Raw_1-4_24h_7 - Red Light_1:0534-0596,1060,1.22,0,39,595.92,535.09,0
57,4T1_Raw_1-4_24h_7 - Red Light_1:0624-0606,810,4.09,0,85,605.93,624.80,0
58,4T1_Raw_1-4_24h_7 - Red Light_1:0773-0550,1430,9.64,0,85,551.70,774.08,0
59,4T1_Raw_1-4_24h_7 - Red Light_1:0781-0599,1337,3.68,0,85,598.44,781.99,0
60,4T1_Raw_1-4_24h_7 - Red Light_1:0760-0620,737,2.81,0,85,620.16,759.44,0
61,4T1_Raw_1-4_24h_7 - Red Light_1:0688-0590,711,4.36,0,85,590.24,687.76,0
62,4T1_Raw_1-4_24h_7 - Red Light_1:0894-0573,5248,0.15,0,34,572.14,891.42,0
63,4T1_Raw_1-4_24h_7 - Red Light_1:0915-0663,1447,2.12,0,85,664.32,915.61,0
64,4T1_Raw_1-4_24h_7 - Red Light_1:0875-0724,1184,3.82,0,85,724.21,875.07,0
65,4T1_Raw_1-4_24h_7 - Red Light_1:0788-0682,555,2.08,0,48,682.06,787.91,0
66,4T1_Raw_1-4_24h_7 - Red Light_1:0782-0719,472,0.27,0,22,719.69,782.23,0
67,4T1_Raw_1-4_24h_7 - Red Light_1:0877-0809,1601,28.06,0,85,809.76,871.76,0
68,4T1_Raw_1-4_24h_7 - Red Light_1:0764-0792,1108,3.24,0,85,791.99,764.36,0
69,4T1_Raw_1-4_24h_7 - Red Light_1:0631-0685,573,2.39,0,34,685.28,630.04,0
70,4T1_Raw_1-4_24h_7 - Red Light_1:0655-0703,922,2.92,0,54,703.92,655.85,0
71,4T1_Raw_1-4_24h_7 - Red Light_1:0626-0751,963,8.39,0,60,751.93,625.89,0
72,4T1_Raw_1-4_24h_7 - Red Light_1:0585-0766,1439,3.97,0,62,764.60,585.11,0
73,4T1_Raw_1-4_24h_7 - Red Light_1:0582-0828,706,8.39,0,82,827.83,582.19,0
74,4T1_Raw_1-4_24h_7 - Red Light_1:0497-0780,1901,13.59,0,81,779.32,496.85,0
75,4T1_Raw_1-4_24h_7 - Red Light_1:0694-0839,806,8.63,0,85,838.97,694.58,0
76,4T1_Raw_1-4_24h_7 - Red Light_1:0713-0897,856,6.19,0,85,897.43,711.75,0
77,4T1_Raw_1-4_24h_7 - Red Light_1:0739-0949,863,6.58,0,85,949.03,739.30,0
78,4T1_Raw_1-4_24h_7 - Red Light_1:0806-0877,1679,16.15,0,85,877.06,805.63,0
79,4T1_Raw_1-4_24h_7 - Red Light_1:0798-0839,678,1.50,0,71,838.61,797.78,0
80,4T1_Raw_1-4_24h_7 - Red Light_1:0607-0900,902,5.07,0,85,899.20,604.68,0
81,4T1_Raw_1-4_24h_7 - Red Light_1:0243-0705,913,7.89,0,51,705.59,243.13,0
82,4T1_Raw_1-4_24h_7 - Red Light_1:0168-0827,1480,1.53,0,49,826.76,168.20,0
83,4T1_Raw_1-4_24h_7 - Red Light_1:0257-0878,1250,1.21,0,44,878.54,257.88,0
84,4T1_Raw_1-4_24h_7 - Red Light_1:0343-0796,1652,16.43,0,85,795.89,344.17,0
85,4T1_Raw_1-4_24h_7 - Red Light_1:0391-0783,1059,3.66,0,85,781.78,392.13,0
86,4T1_Raw_1-4_24h_7 - Red Light_1:0368-0855,1170,6.19,0,71,854.76,368.09,0
87,4T1_Raw_1-4_24h_7 - Red Light_1:0440-0816,887,3.01,0,59,816.48,440.24,0
88,4T1_Raw_1-4_24h_7 - Red Light_1:0465-0850,521,3.37,0,52,850.16,465.32,0
89,4T1_Raw_1-4_24h_7 - Red Light_1:0488-0835,657,2.23,0,36,835.28,488.84,0
90,4T1_Raw_1-4_24h_7 - Red Light_1:0489-0899,2034,19.49,0,85,901.49,489.42,0
91,4T1_Raw_1-4_24h_7 - Red Light_1:0403-0922,1113,0.46,0,43,923.25,403.73,0
92,4T1_Raw_1-4_24h_7 - Red Light_1:0494-0985,1751,2.50,0,71,984.60,492.63,0
93,4T1_Raw_1-4_24h_7 - Red Light_1:0473-1050,1111,4.71,0,46,1050.11,473.59,0
94,4T1_Raw_1-4_24h_7 - Red Light_1:0559-1080,1283,2.19,0,47,1080.44,559.09,0
95,4T1_Raw_1-4_24h_7 - Red Light_1:0553-1151,1375,0.15,0,17,1151.55,553.19,0
96,4T1_Raw_1-4_24h_7 - Red Light_1:0732-1026,1071,8.63,0,85,1026.73,731.63,0
97,4T1_Raw_1-4_24h_7 - Red Light_1:0766-1034,1154,5.33,0,85,1033.63,767.04,0
98,4T1_Raw_1-4_24h_7 - Red Light_1:0800-1044,502,3.71,0,85,1044.91,799.44,0
99,4T1_Raw_1-4_24h_7 - Red Light_1:0800-0969,320,0.04,0,7,969.32,800.05,0
100,4T1_Raw_1-4_24h_7 - Red Light_1:0833-1024,247,0.47,0,48,1023.28,832.69,0
101,4T1_Raw_1-4_24h_7 - Red Light_1:0835-1052,1214,0.37,0,85,1053.32,835.49,0
102,4T1_Raw_1-4_24h_7 - Red Light_1:0868-0876,998,1.05,0,85,875.62,868.30,0
103,4T1_Raw_1-4_24h_7 - Red Light_1:0852-0923,867,3.89,0,85,923.05,852.82,0
104,4T1_Raw_1-4_24h_7 - Red Light_1:0864-0975,715,2.41,0,84,974.80,864.18,0
105,4T1_Raw_1-4_24h_7 - Red Light_1:0884-0997,927,2.98,0,85,997.16,884.18,0
106,4T1_Raw_1-4_24h_7 - Red Light_1:0945-1032,620,15.59,0,85,1031.07,945.05,0
107,4T1_Raw_1-4_24h_7 - Red Light_1:0891-1055,467,3.20,0,76,1055.53,891.40,0
108,4T1_Raw_1-4_24h_7 - Red Light_1:0871-1084,527,1.51,0,58,1084.30,870.98,0
109,4T1_Raw_1-4_24h_7 - Red Light_1:0849-1130,1157,2.80,0,85,1130.44,849.02,0
110,4T1_Raw_1-4_24h_7 - Red Light_1:0681-1069,972,0.37,0,85,1069.41,681.55,0
111,4T1_Raw_1-4_24h_7 - Red Light_1:0735-1167,890,1.93,0,69,1166.47,735.13,0
112,4T1_Raw_1-4_24h_7 - Red Light_1:0683-1229,1072,7.09,0,85,1229.59,684.71,0
113,4T1_Raw_1-4_24h_7 - Red Light_1:0612-1219,1700,0.38,0,34,1218.47,612.37,0
114,4T1_Raw_1-4_24h_7 - Red Light_1:0919-1143,1040,3.50,0,85,1144.91,919.87,0
115,4T1_Raw_1-4_24h_7 - Red Light_1:0856-1246,1519,1.70,0,85,1245.00,855.63,0
116,4T1_Raw_1-4_24h_7 - Red Light_1:0792-1255,805,1.58,0,84,1254.15,792.07,0
117,4T1_Raw_1-4_24h_7 - Red Light_1:0538-1216,1633,5.64,0,74,1216.04,538.63,0
118,4T1_Raw_1-4_24h_7 - Red Light_1:0475-1260,810,0.35,0,31,1261.74,476.70,0
119,4T1_Raw_1-4_24h_7 - Red Light_1:0441-1255,437,0.05,0,11,1255.92,442.56,0
120,4T1_Raw_1-4_24h_7 - Red Light_1:0433-1226,1150,8.51,0,57,1225.89,433.26,0
121,4T1_Raw_1-4_24h_7 - Red Light_1:0389-1166,3266,0.63,0,85,1165.72,389.19,0
122,4T1_Raw_1-4_24h_7 - Red Light_1:0367-1244,681,1.32,0,37,1244.44,367.37,0
123,4T1_Raw_1-4_24h_7 - Red Light_1:0280-1150,862,0.45,0,36,1150.00,279.61,0
124,4T1_Raw_1-4_24h_7 - Red Light_1:0291-1096,1131,0.46,0,26,1096.82,291.84,0
125,4T1_Raw_1-4_24h_7 - Red Light_1:0292-1009,1084,1.87,0,80,1012.21,292.57,0
126,4T1_Raw_1-4_24h_7 - Red Light_1:0398-1001,271,1.42,0,27,1000.94,398.39,0
127,4T1_Raw_1-4_24h_7 - Red Light_1:0422-1000,318,1.00,0,42,1000.33,421.73,0
128,4T1_Raw_1-4_24h_7 - Red Light_1:0440-0991,267,0.65,0,21,991.46,440.57,0
129,4T1_Raw_1-4_24h_7 - Red Light_1:0401-1061,340,2.84,0,80,1060.48,401.14,0
130,4T1_Raw_1-4_24h_7 - Red Light_1:0271-1186,761,8.08,0,85,1184.45,271.06,0
131,4T1_Raw_1-4_24h_7 - Red Light_1:0299-1174,422,10.04,0,85,1173.58,299.65,0
132,4T1_Raw_1-4_24h_7 - Red Light_1:0264-1212,537,15.07,0,85,1212.68,263.21,0
133,4T1_Raw_1-4_24h_7 - Red Light_1:0242-1192,650,5.17,0,85,1192.60,243.16,0
134,4T1_Raw_1-4_24h_7 - Red Light_1:0204-1212,922,1.08,0,60,1212.76,203.66,0
135,4T1_Raw_1-4_24h_7 - Red Light_1:0106-0935,1641,1.59,0,85,932.90,105.12,0
136,4T1_Raw_1-4_24h_7 - Red Light_1:0070-0954,510,6.28,0,85,954.36,69.92,0
137,4T1_Raw_1-4_24h_7 - Red Light_1:0121-1042,842,2.27,0,71,1042.74,121.77,0
138,4T1_Raw_1-4_24h_7 - Red Light_1:0121-1128,509,6.31,0,85,1128.76,121.28,0
139,4T1_Raw_1-4_24h_7 - Red Light_1:0102-1168,691,16.08,0,85,1168.71,102.19,0
140,4T1_Raw_1-4_24h_7 - Red Light_1:0168-1201,562,0.80,0,26,1202.16,168.35,0
141,4T1_Raw_1-4_24h_7 - Red Light_1:0314-1240,644,0.08,0,21,1239.99,313.68,0
142,4T1_Raw_1-4_24h_7 - Red Light_1:0342-1257,399,2.90,0,66,1257.24,342.24,0
143,4T1_Raw_1-4_24h_7 - Red Light_1:0015-1184,1303,25.64,0,85,1183.63,14.12,0
