 ,Label,Area,Mean,Min,Max,%Area
1,Raw_4T1_2-1_0h_04 - Red Light_1.tif:0188-0185,1832,13.34,0,85,0
2,Raw_4T1_2-1_0h_04 - Red Light_1.tif:0422-0688,1028,2.61,0,85,0
3,Raw_4T1_2-1_0h_04 - Red Light_1.tif:0550-0740,3307,0.50,0,85,0
4,Raw_4T1_2-1_0h_04 - Red Light_1.tif:0511-0663,2988,0.18,0,85,0
5,Raw_4T1_2-1_0h_04 - Red Light_1.tif:0607-0731,2321,3.016E-3,0,7,0
6,Raw_4T1_2-1_0h_04 - Red Light_1.tif:0518-0453,2830,0.02,0,34,0
7,Raw_4T1_2-1_0h_04 - Red Light_1.tif:0548-0424,1858,0.99,0,85,0
8,Raw_4T1_2-1_0h_04 - Red Light_1.tif:0334-0207,2906,0.82,0,85,0
9,Raw_4T1_2-1_0h_04 - Red Light_1.tif:0472-0040,3570,14.69,0,85,0
10,Raw_4T1_2-1_0h_04 - Red Light_1.tif:0763-0249,2157,0.00,0,0,0
11,Raw_4T1_2-1_0h_04 - Red Light_1.tif:0773-0312,1257,4.03,0,85,0
12,Raw_4T1_2-1_0h_04 - Red Light_1.tif:0752-0355,2772,0.94,0,85,0
13,Raw_4T1_2-1_0h_04 - Red Light_1.tif:0803-0378,1807,0.05,0,58,0
14,Raw_4T1_2-1_0h_04 - Red Light_1.tif:0755-0408,1207,0.00,0,0,0
15,Raw_4T1_2-1_0h_04 - Red Light_1.tif:0663-0375,1688,13.33,0,85,0
16,Raw_4T1_2-1_0h_04 - Red Light_1.tif:0622-0371,1682,11.30,0,85,0
17,Raw_4T1_2-1_0h_04 - Red Light_1.tif:0604-0361,2088,1.73,0,85,0
18,Raw_4T1_2-1_0h_04 - Red Light_1.tif:0811-0485,2208,0.04,0,25,0
19,Raw_4T1_2-1_0h_04 - Red Light_1.tif:0798-0442,2043,0.05,0,69,0
20,Raw_4T1_2-1_0h_04 - Red Light_1.tif:0592-0635,3648,1.93,0,85,0
21,Raw_4T1_2-1_0h_04 - Red Light_1.tif:0602-0664,963,0.47,0,85,0
22,Raw_4T1_2-1_0h_04 - Red Light_1.tif:0634-0797,2192,6.387E-3,0,14,0
23,Raw_4T1_2-1_0h_04 - Red Light_1.tif:0625-0846,3782,3.11,0,85,0
24,Raw_4T1_2-1_0h_04 - Red Light_1.tif:0707-0832,1443,3.72,0,85,0
25,Raw_4T1_2-1_0h_04 - Red Light_1.tif:0503-0344,1365,0.82,0,85,0
26,Raw_4T1_2-1_0h_04 - Red Light_1.tif:0829-0088,1465,0.00,0,0,0
